entity_type,entity_name,relation,template,missing_attribute
disease,early infantile epileptic encephalopathy 15,is caused by a mutation in the gene named,The disease early infantile epileptic encephalopathy 15 is caused by a mutation in the gene named ,ST3GAL3
disease,hereditary spastic paraplegia 75,is caused by a mutation in the gene named,The disease hereditary spastic paraplegia 75 is caused by a mutation in the gene named ,MAG
disease,Charcot-Marie-Tooth disease axonal type 2G,is caused by a mutation in the gene named,The disease Charcot-Marie-Tooth disease axonal type 2G is caused by a mutation in the gene named ,GDAP1
disease,3-methylglutaconic aciduria,is caused by a mutation in the gene named,The disease 3-methylglutaconic aciduria is caused by a mutation in the gene named ,AUH
disease,Bartter disease,is caused by a mutation in the gene named,The disease Bartter disease is caused by a mutation in the gene named ,SLC12A1
disease,Leber congenital amaurosis 7,is caused by a mutation in the gene named,The disease Leber congenital amaurosis 7 is caused by a mutation in the gene named ,CRX
disease,juvenile amyotrophic lateral sclerosis,is caused by a mutation in the gene named,The disease juvenile amyotrophic lateral sclerosis is caused by a mutation in the gene named ,ALS2
disease,succinic semialdehyde dehydrogenase deficiency,is caused by a mutation in the gene named,The disease succinic semialdehyde dehydrogenase deficiency is caused by a mutation in the gene named ,ALDH5A1
disease,Wolfram syndrome,is caused by a mutation in the gene named,The disease Wolfram syndrome is caused by a mutation in the gene named ,WFS1
disease,episodic ataxia type 5,is caused by a mutation in the gene named,The disease episodic ataxia type 5 is caused by a mutation in the gene named ,CACNB4
disease,Langer mesomelic dysplasia,is caused by a mutation in the gene named,The disease Langer mesomelic dysplasia is caused by a mutation in the gene named ,SHOX
disease,hypotrichosis 3,is caused by a mutation in the gene named,The disease hypotrichosis 3 is caused by a mutation in the gene named ,KRT74
disease,Charcot-Marie-Tooth disease type 2D,is caused by a mutation in the gene named,The disease Charcot-Marie-Tooth disease type 2D is caused by a mutation in the gene named ,GARS1
disease,spinocerebellar ataxia type 10,is caused by a mutation in the gene named,The disease spinocerebellar ataxia type 10 is caused by a mutation in the gene named ,ATXN10
disease,nail and teeth abnormalities-marginal palmoplantar keratoderma-oral hyperpigmentation syndrome,is caused by a mutation in the gene named,The disease nail and teeth abnormalities-marginal palmoplantar keratoderma-oral hyperpigmentation syndrome is caused by a mutation in the gene named ,GRHL2
disease,familial adenomatous polyposis,is caused by a mutation in the gene named,The disease familial adenomatous polyposis is caused by a mutation in the gene named ,APC
disease,tibial muscular dystrophy,is caused by a mutation in the gene named,The disease tibial muscular dystrophy is caused by a mutation in the gene named ,TTN
disease,Nijmegen breakage syndrome-like disorder,is caused by a mutation in the gene named,The disease Nijmegen breakage syndrome-like disorder is caused by a mutation in the gene named ,RAD50
disease,long QT syndrome 15,is caused by a mutation in the gene named,The disease long QT syndrome 15 is caused by a mutation in the gene named ,CALM2
disease,normophosphatemic familial tumoral calcinosis,is caused by a mutation in the gene named,The disease normophosphatemic familial tumoral calcinosis is caused by a mutation in the gene named ,SAMD9
disease,type 1 diabetes mellitus 12,is caused by a mutation in the gene named,The disease type 1 diabetes mellitus 12 is caused by a mutation in the gene named ,CTLA4
disease,Nager acrofacial dysostosis,is caused by a mutation in the gene named,The disease Nager acrofacial dysostosis is caused by a mutation in the gene named ,SF3B4
disease,Brody myopathy,is caused by a mutation in the gene named,The disease Brody myopathy is caused by a mutation in the gene named ,ATP2A1
disease,atrial fibrillation,is caused by a mutation in the gene named,The disease atrial fibrillation is caused by a mutation in the gene named ,KCNH2
disease,retinitis pigmentosa 76; RP76,is caused by a mutation in the gene named,The disease retinitis pigmentosa 76; RP76 is caused by a mutation in the gene named ,POMGNT1
disease,retinitis pigmentosa 41,is caused by a mutation in the gene named,The disease retinitis pigmentosa 41 is caused by a mutation in the gene named ,PROM1
disease,familial hemophagocytic lymphohistiocytosis 3,is caused by a mutation in the gene named,The disease familial hemophagocytic lymphohistiocytosis 3 is caused by a mutation in the gene named ,UNC13D
disease,"epileptic encephalopathy, early infantile, 48; EIEE48",is caused by a mutation in the gene named,"The disease epileptic encephalopathy, early infantile, 48; EIEE48 is caused by a mutation in the gene named ",AP3B2
disease,"dystonia 28, childhood-onset; DYT28",is caused by a mutation in the gene named,"The disease dystonia 28, childhood-onset; DYT28 is caused by a mutation in the gene named ",KMT2B
disease,Okur-Chung neurodevelopmental syndrome; OCNDS,is caused by a mutation in the gene named,The disease Okur-Chung neurodevelopmental syndrome; OCNDS is caused by a mutation in the gene named ,CSNK2A1
disease,hereditary spherocytosis type 5,is caused by a mutation in the gene named,The disease hereditary spherocytosis type 5 is caused by a mutation in the gene named ,EPB42
disease,congenital myasthenic syndrome 4C,is caused by a mutation in the gene named,The disease congenital myasthenic syndrome 4C is caused by a mutation in the gene named ,CHRNE
disease,Charcot-Marie-Tooth disease type 4D,is caused by a mutation in the gene named,The disease Charcot-Marie-Tooth disease type 4D is caused by a mutation in the gene named ,NDRG1
disease,primary ciliary dyskinesia 26,is caused by a mutation in the gene named,The disease primary ciliary dyskinesia 26 is caused by a mutation in the gene named ,CFAP298
disease,Teunissen–Cremers syndrome,is caused by a mutation in the gene named,The disease Teunissen–Cremers syndrome is caused by a mutation in the gene named ,NOG
disease,clubbed thumb,is caused by a mutation in the gene named,The disease clubbed thumb is caused by a mutation in the gene named ,HOXD13
disease,Antley-Bixler syndrome,is caused by a mutation in the gene named,The disease Antley-Bixler syndrome is caused by a mutation in the gene named ,POR
disease,Verheij syndrome,is caused by a mutation in the gene named,The disease Verheij syndrome is caused by a mutation in the gene named ,PUF60
disease,Ferguson-Smith tumor,is caused by a mutation in the gene named,The disease Ferguson-Smith tumor is caused by a mutation in the gene named ,TGFBR1
disease,Charcot-Marie-Tooth disease dominant intermediate B,is caused by a mutation in the gene named,The disease Charcot-Marie-Tooth disease dominant intermediate B is caused by a mutation in the gene named ,DNM2
disease,retinitis pigmentosa 40,is caused by a mutation in the gene named,The disease retinitis pigmentosa 40 is caused by a mutation in the gene named ,PDE6B
disease,Helsmoortel-Van Der Aa syndrome,is caused by a mutation in the gene named,The disease Helsmoortel-Van Der Aa syndrome is caused by a mutation in the gene named ,ADNP
disease,oculo-facial-cardio-dental syndrome,is caused by a mutation in the gene named,The disease oculo-facial-cardio-dental syndrome is caused by a mutation in the gene named ,BCOR
disease,autosomal dominant cutis laxa 3,is caused by a mutation in the gene named,The disease autosomal dominant cutis laxa 3 is caused by a mutation in the gene named ,ALDH18A1
disease,Shwachman-Diamond syndrome,is caused by a mutation in the gene named,The disease Shwachman-Diamond syndrome is caused by a mutation in the gene named ,SBDS
disease,progressive familial intrahepatic cholestasis type 4,is caused by a mutation in the gene named,The disease progressive familial intrahepatic cholestasis type 4 is caused by a mutation in the gene named ,TJP2
disease,congenital myasthenic syndrome 18,is caused by a mutation in the gene named,The disease congenital myasthenic syndrome 18 is caused by a mutation in the gene named ,SNAP25
disease,BH4-deficient hyperphenylalaninemia A,is caused by a mutation in the gene named,The disease BH4-deficient hyperphenylalaninemia A is caused by a mutation in the gene named ,PTS
disease,hyperprolinemia,is caused by a mutation in the gene named,The disease hyperprolinemia is caused by a mutation in the gene named ,PRODH
disease,Spinal muscular atrophy with lower extremity predominance,is caused by a mutation in the gene named,The disease Spinal muscular atrophy with lower extremity predominance is caused by a mutation in the gene named ,DYNC1H1
disease,Usher syndrome type 3B,is caused by a mutation in the gene named,The disease Usher syndrome type 3B is caused by a mutation in the gene named ,HARS1
disease,Fanconi anemia,is caused by a mutation in the gene named,The disease Fanconi anemia is caused by a mutation in the gene named ,FANCA
disease,severe combined immunodeficiency due to IKK2 deficiency,is caused by a mutation in the gene named,The disease severe combined immunodeficiency due to IKK2 deficiency is caused by a mutation in the gene named ,IKBKB
disease,intrahepatic cholestasis of pregnancy 3,is caused by a mutation in the gene named,The disease intrahepatic cholestasis of pregnancy 3 is caused by a mutation in the gene named ,ABCB4
disease,von Willebrand's disease 3,is caused by a mutation in the gene named,The disease von Willebrand's disease 3 is caused by a mutation in the gene named ,VWF
disease,ZTTK syndrome,is caused by a mutation in the gene named,The disease ZTTK syndrome is caused by a mutation in the gene named ,SON
disease,Ehlers-Danlos syndrome progeroid type,is caused by a mutation in the gene named,The disease Ehlers-Danlos syndrome progeroid type is caused by a mutation in the gene named ,B4GALT7
